2,4931615.39 ,1412736.21 ,49.82 ,Control-obs
3,4931563.43 ,1412714.69 ,61.98 ,Top-cut
4,4931563.43 ,1412714.68 ,61.97 ,Top-cut
5,4931556.07 ,1412706.91 ,65.65 ,Top-cut
6,4931553.00 ,1412709.17 ,66.65 ,sh
7,4931552.49 ,1412698.54 ,66.94 ,top-cut
8,4931548.63 ,1412682.83 ,65.42 ,sh
9,4931550.37 ,1412658.05 ,67.42 ,sh
10,4931550.78 ,1412652.33 ,70.22 ,top-cut
11,4931550.68 ,1412652.18 ,70.28 ,top-cut
12,4931563.46 ,1412639.16 ,69.89 ,sh
13,4931563.44 ,1412639.18 ,69.89 ,sh
14,4931566.37 ,1412633.71 ,72.59 ,sh
15,4931561.72 ,1412637.51 ,73.08 ,top-cut
16,4931561.71 ,1412637.50 ,73.07 ,top-cut
18,4931559.46 ,1412634.04 ,75.70 ,TB
19,4931547.57 ,1412639.65 ,76.64 ,TB
20,4931547.95 ,1412643.18 ,74.57 ,Top-cut
21,4931587.55 ,1412628.13 ,64.92 ,bndy
22,4931587.73 ,1412631.19 ,64.76 ,bottom slope
23,4931588.55 ,1412630.89 ,64.61 ,bndy
24,4931571.83 ,1412638.08 ,69.29 ,sh
47,4931554.52 ,1412684.89 ,64.76 ,Buildg. corner-at-gnd
48,4931556.72 ,1412683.92 ,65.23 ,Buildg. corner-at-roof
49,4931558.05 ,1412686.73 ,63.28 ,Buildg. corner-at-gnd
50,4931558.36 ,1412680.02 ,62.14 ,Solar panel platform
51,4931560.93 ,1412681.19 ,61.66 ,Solar panel platform
52,4931561.95 ,1412681.15 ,61.32 ,Solar panel conc. platform
53,4931561.89 ,1412681.49 ,61.38 ,Solar panel earthworks
54,4931563.49 ,1412682.21 ,60.91 ,Solar panel earthworks
55,4931567.37 ,1412684.22 ,60.11 ,Solar panel earthworks
56,4931565.79 ,1412682.66 ,60.36 ,Solar panel cor. conc.
57,4931569.34 ,1412675.39 ,60.19 ,Solar panel cor. conc.
58,4931571.34 ,1412675.86 ,60.01 ,Solar panel cor. earthworks
59,4931568.19 ,1412674.78 ,60.20 ,Solar panel cor. earthworks
60,4931567.09 ,1412673.77 ,61.30 ,Solar panel cor. earthworks
61,4931565.09 ,1412673.05 ,61.36 ,Solar panel cor. earthworks
62,4931565.01 ,1412673.77 ,61.31 ,Solar panel cor. conc. plat
63,4931561.87 ,1412671.45 ,62.20 ,Solar panel cor.earth
64,4931586.16 ,1412716.45 ,57.22 ,Arbour
65,4931588.09 ,1412715.95 ,56.98 ,Arbour
66,4931589.67 ,1412717.58 ,56.31 ,Arbour
67,4931589.40 ,1412719.57 ,56.42 ,Arbour
68,4931587.85 ,1412720.75 ,56.52 ,Arbour
69,4931585.33 ,1412717.76 ,57.24 ,Arbour
70,4931585.46 ,1412719.18 ,56.63 ,Arbour
71,4931667.13 ,1412767.25 ,43.24 ,C/L drive
72,4931656.31 ,1412764.47 ,44.69 ,C/L drive
73,4931641.78 ,1412747.50 ,44.70 ,Man-hole
74,4931622.21 ,1412724.33 ,46.77 ,C/L drive
75,4931620.07 ,1412723.13 ,47.10 ,SH
76,4931605.80 ,1412716.26 ,49.81 ,SH
77,4931604.05 ,1412721.64 ,50.34 ,SH
78,4931602.44 ,1412714.09 ,49.89 ,SH-edge metal
79,4931601.92 ,1412708.73 ,50.35 ,SH-edge metal
80,4931606.22 ,1412706.37 ,50.55 ,SH-edge drive
81,4931603.91 ,1412701.82 ,51.36 ,SH-edge metal
82,4931599.66 ,1412703.01 ,51.33 ,SH-edge metal
83,4931597.12 ,1412696.16 ,53.49 ,SH-edge metal
84,4931590.11 ,1412671.86 ,56.64 ,SH-edge metal
85,4931584.68 ,1412674.91 ,56.67 ,SH-edge metal
86,4931598.17 ,1412722.74 ,51.11 ,SH-edge metal
87,4931600.95 ,1412727.97 ,51.19 ,SH-edge metal
88,4931600.45 ,1412738.99 ,51.63 ,SH-edge metal
89,4931597.42 ,1412739.34 ,51.81 ,SH-edge metal
90,4931594.57 ,1412738.47 ,51.92 ,SH-edge metal
91,4931599.84 ,1412748.40 ,51.93 ,SH-edge metal
92,4931596.46 ,1412748.07 ,51.84 ,SH-edge metal
93,4931600.10 ,1412761.03 ,52.62 ,SH-edge metal
94,4931594.44 ,1412761.80 ,52.43 ,SH-edge metal
95,4931601.98 ,1412771.45 ,53.61 ,SH-edge metal
96,4931596.39 ,1412773.48 ,53.84 ,SH-edge metal
97,4931600.38 ,1412777.75 ,54.21 ,SH-edge metal
98,4931599.47 ,1412797.59 ,59.66 ,Hank drive
99,4931599.20 ,1412791.76 ,59.93 ,Bank cut top
100,4931599.62 ,1412792.03 ,59.25 ,Bank cut bot.
101,4931601.34 ,1412787.62 ,57.63 ,Bank cut bot.
104,4931588.89 ,1412776.14 ,54.36 ,SH-edge metal-bot.-cut
105,4931589.84 ,1412764.26 ,54.37 ,SH-edge metal
106,4931586.55 ,1412764.43 ,54.52 ,SH-edge metal
107,4931587.58 ,1412758.00 ,54.23 ,SH-edge metal
108,4931592.86 ,1412753.36 ,54.59 ,SH-edge metal
109,4931592.98 ,1412742.33 ,52.51 ,SH-edge metal
110,4931583.80 ,1412755.00 ,54.89 ,SH-edge metal
111,4931587.96 ,1412739.73 ,55.90 ,SH-edge metal
112,4931584.96 ,1412739.68 ,55.85 ,SH-edge metal
113,4931586.70 ,1412727.29 ,56.31 ,SH-edge metal
114,4931581.22 ,1412724.30 ,56.57 ,SH-edge metal
115,4931578.72 ,1412715.15 ,57.21 ,SH-edge metal
116,4931585.08 ,1412712.19 ,57.47 ,SH-edge metal-TB
117,4931584.54 ,1412705.89 ,57.80 ,SH-edge metal-TB
118,4931584.40 ,1412697.21 ,58.13 ,SH-edge metal-TB
119,4931575.89 ,1412698.99 ,57.94 ,SH-edge metal-BB
120,4931572.45 ,1412706.18 ,58.95 ,SH-edge metal
121,4931577.93 ,1412709.20 ,57.97 ,SH-edge metal
122,4931575.46 ,1412716.39 ,59.41 ,SH-edge metal-TB
123,4931574.28 ,1412725.42 ,60.02 ,SH-edge metal-TB
124,4931569.96 ,1412725.55 ,59.74 ,SH-edge metal-BB
125,4931566.42 ,1412729.91 ,56.42 ,SH-edge metal-BB
126,4931574.09 ,1412728.91 ,60.22 ,SH-edge metal-TB
127,4931568.96 ,1412720.16 ,59.52 ,SH-edge metal-BB
128,4931567.05 ,1412708.32 ,60.96 ,SH-edge metal-TB
129,4931563.42 ,1412699.75 ,62.68 ,SH-edge metal-TB
130,4931557.29 ,1412690.96 ,64.09 ,SH-edge metal-TB
131,4931551.75 ,1412680.76 ,65.67 ,SH-edge metal-TB
132,4931552.25 ,1412671.43 ,66.49 ,SH-edge metal-TB
133,4931553.01 ,1412664.41 ,66.61 ,SH-edge metal-TB
134,4931552.91 ,1412661.21 ,66.66 ,SH-edge metal-TB
135,4931556.32 ,1412653.58 ,68.60 ,SH-edge metal-TB
136,4931561.43 ,1412646.46 ,69.59 ,SH-edge metal-TB
137,4931568.83 ,1412641.30 ,69.52 ,TB
138,4931576.34 ,1412637.58 ,69.02 ,TB
139,4931580.20 ,1412634.80 ,68.43 ,TB
140,4931582.21 ,1412632.64 ,68.47 ,TB
141,4931581.80 ,1412628.75 ,68.29 ,TB-WARRATAH
142,4931580.38 ,1412625.83 ,67.99 ,TB
143,4931577.50 ,1412628.11 ,68.42 ,BB
144,4931574.19 ,1412633.05 ,69.06 ,BB
145,4931570.18 ,1412634.96 ,69.40 ,BB
146,4931558.92 ,1412641.65 ,70.03 ,BB
147,4931552.22 ,1412643.23 ,71.36 ,BB
148,4931545.90 ,1412645.18 ,73.16 ,BB
149,4931537.03 ,1412648.78 ,74.13 ,BB
150,4931534.66 ,1412651.34 ,74.62 ,BB
151,4931534.38 ,1412654.11 ,74.24 ,BB
154,4931539.60 ,1412658.73 ,73.65 ,TB
155,4931542.27 ,1412655.52 ,73.87 ,TB
156,4931542.60 ,1412650.59 ,73.84 ,Water tank
157,4931541.06 ,1412650.33 ,73.84 ,Water tank
158,4931541.20 ,1412651.71 ,73.97 ,Water tank
159,4931542.38 ,1412651.64 ,73.94 ,Water tank
160,4931551.86 ,1412646.87 ,71.41 ,TB
161,4931555.08 ,1412647.75 ,69.70 ,BB
162,4931552.02 ,1412653.65 ,68.46 ,BB
163,4931549.26 ,1412661.77 ,66.87 ,BB
164,4931547.94 ,1412672.34 ,66.31 ,BB
165,4931548.05 ,1412681.93 ,65.54 ,BB
166,4931552.07 ,1412691.34 ,64.13 ,BB
167,4931556.35 ,1412700.57 ,62.42 ,BB
168,4931562.82 ,1412711.73 ,60.68 ,BB
169,4931564.18 ,1412709.01 ,61.18 ,CL
170,4931560.13 ,1412700.83 ,62.77 ,CL
171,4931555.20 ,1412691.99 ,64.06 ,CL
172,4931551.15 ,1412683.54 ,65.32 ,CL
173,4931550.21 ,1412674.09 ,66.35 ,CL
174,4931550.97 ,1412661.49 ,66.86 ,CL
175,4931558.53 ,1412645.09 ,69.78 ,CL
176,4931565.93 ,1412640.21 ,69.78 ,CL
177,4931573.34 ,1412635.73 ,69.13 ,CL
178,4931557.36 ,1412645.08 ,69.98 ,CL
179,4931550.52 ,1412645.22 ,71.84 ,CL
180,4931542.76 ,1412648.72 ,73.79 ,CL
181,4931538.27 ,1412653.69 ,73.94 ,CL
182,4931545.89 ,1412640.32 ,76.95 ,TB-nr. prop. line
183,4931554.30 ,1412636.75 ,76.19 ,TB-nr. prop. line
184,4931562.54 ,1412631.07 ,75.54 ,TB-nr. prop. line
185,4931565.90 ,1412631.84 ,73.74 ,SH
186,4931561.07 ,1412635.59 ,74.18 ,SH
187,4931554.00 ,1412639.91 ,74.70 ,SH
188,4931553.03 ,1412642.32 ,73.70 ,TB-CUT
189,4931549.84 ,1412642.88 ,74.34 ,TB-CUT
190,4931546.41 ,1412643.64 ,74.59 ,TB-CUT
191,4931556.64 ,1412659.19 ,65.60 ,Edge-metal-BB
192,4931563.38 ,1412658.24 ,63.90 ,Edge-metal-BB
193,4931571.65 ,1412657.80 ,62.06 ,Edge-metal-BB
194,4931559.20 ,1412664.78 ,65.30 ,SH
195,4931557.53 ,1412662.48 ,65.74 ,Edge metal
196,4931564.06 ,1412661.29 ,63.94 ,Edge metal
197,4931570.83 ,1412660.25 ,62.20 ,Edge metal
198,4931587.73 ,1412663.05 ,57.62 ,edge rd
199,4931583.97 ,1412664.08 ,57.73 ,edge rd
200,4931579.35 ,1412676.17 ,57.95 ,edge metal
201,4931574.47 ,1412671.49 ,58.63 ,edge metal-bb
202,4931574.88 ,1412680.68 ,58.29 ,SH
203,4931568.61 ,1412683.76 ,59.54 ,Edge metal
204,4931566.16 ,1412685.89 ,60.38 ,Edge metal
205,4931565.56 ,1412691.11 ,60.52 ,Edge metal
206,4931566.70 ,1412694.32 ,60.20 ,Edge metal
207,4931567.52 ,1412699.28 ,59.84 ,Edge metal-bb
208,4931568.53 ,1412705.07 ,59.28 ,Edge metal-bb
209,4931570.12 ,1412711.03 ,58.97 ,Edge metal-bb
210,4931571.80 ,1412706.26 ,59.11 ,Edge metal-tb
211,4931570.78 ,1412698.55 ,60.05 ,Edge metal-tb
212,4931569.97 ,1412692.31 ,60.38 ,Edge metal-tb
213,4931569.23 ,1412687.10 ,59.88 ,Edge metal-tb
214,4931570.65 ,1412685.40 ,59.24 ,Edge metal
215,4931572.96 ,1412683.95 ,58.49 ,Edge metal
216,4931577.56 ,1412674.47 ,58.01 ,CL
217,4931585.30 ,1412672.07 ,57.09 ,CL
218,4931589.79 ,1412678.22 ,55.70 ,CL
219,4931595.40 ,1412718.28 ,52.26 ,Pathway-bb
220,4931593.14 ,1412713.86 ,53.11 ,Pathway-bb
221,4931591.29 ,1412708.24 ,54.33 ,Pathway-bb
222,4931589.44 ,1412703.19 ,55.71 ,Pathway-bb
223,4931586.61 ,1412698.89 ,57.09 ,Pathway-bb
224,4931588.11 ,1412698.48 ,56.87 ,Pathway-tb
225,4931591.08 ,1412702.43 ,55.68 ,Pathway-tb
226,4931593.46 ,1412707.88 ,54.11 ,Pathway-SH
227,4931594.18 ,1412713.77 ,52.95 ,Pathway-SH
228,4931596.86 ,1412718.27 ,52.05 ,Pathway-SH
229,4931606.36 ,1412706.54 ,50.54 ,Edge metal-TB
230,4931598.65 ,1412692.64 ,53.07 ,Edge metal-TB-60mm-uncertain
231,4931598.55 ,1412692.43 ,52.98 ,Edge metal-TB-60mm-uncertain
268,4931585.67 ,1412622.54 ,65.73 ,CNR-POST-END-FE
269,4931586.42 ,1412622.32 ,65.40 ,CNR-WATER TANK SUPPORT
270,4931587.21 ,1412624.26 ,65.12 ,CNR-WATER TANK SUPPORT
273,4931605.94 ,1412700.39 ,49.77 ,CNR-COMMODORE-END
304,4931530.70 ,1412649.57 ,78.87 ,Corner post
305,4931547.71 ,1412639.24 ,76.62 ,TB1
306,4931548.07 ,1412643.51 ,74.40 ,TC1
307,4931543.72 ,1412644.83 ,75.27 ,TC2
308,4931539.83 ,1412646.03 ,76.74 ,TC3
309,4931536.82 ,1412646.99 ,77.77 ,TC4
310,4931534.19 ,1412648.15 ,78.31 ,TC5
311,4931532.78 ,1412651.50 ,77.48 ,TC6
312,4931532.89 ,1412653.74 ,76.51 ,TC7
313,4931533.57 ,1412655.25 ,75.86 ,TC8
314,4931534.80 ,1412657.05 ,74.68 ,TC9
315,4931537.26 ,1412660.14 ,73.58 ,CWT
316,4931536.87 ,1412661.23 ,73.58 ,CWT2
317,4931533.15 ,1412648.70 ,78.42 ,FP1
318,4931569.41 ,1412632.91 ,71.22 ,RD1
319,4931564.23 ,1412629.18 ,75.19 ,TBA
320,4931556.26 ,1412640.84 ,73.10 ,RD2
329,4931567.48 ,1412734.80 ,60.07 ,SH1
330,4931568.64 ,1412731.07 ,60.10 ,SH2
331,4931569.83 ,1412724.52 ,59.99 ,SH3
332,4931568.72 ,1412724.63 ,61.17 ,TB1
333,4931567.53 ,1412731.10 ,62.26 ,TB2
334,4931566.21 ,1412734.29 ,62.81 ,TB3-Height adj.
335,4931566.05 ,1412738.31 ,62.89 ,TB4
337,4931569.57 ,1412731.88 ,60.05 ,Washer-Height-adj
340,4931573.78 ,1412735.43 ,60.34 ,MIRO
341,4931568.55 ,1412739.30 ,59.92 ,BB1
343,4931568.45 ,1412745.54 ,60.99 ,TB1A
344,4931568.97 ,1412747.26 ,60.48 ,TBB
345,4931569.40 ,1412747.12 ,59.25 ,BB3
346,4931560.98 ,1412741.83 ,65.80 ,IND
347,4931564.94 ,1412739.10 ,63.74 ,POST-ADJ
354,4931600.96 ,1412689.29 ,51.86 ,BASE1
355,4931602.28 ,1412687.03 ,51.25 ,BNDY
356,4931606.35 ,1412701.34 ,49.84 ,BASE2
357,4931604.81 ,1412703.01 ,51.04 ,RD
